"","CALENDAR_YEAR","COVERAGE_TYPE","VESSEL_TYPE","GEAR_TYPE","MANAGEMENT_PROGRAM_CODE","NMFS_REGION","CONFI_FLAG","OLE PRIORITY: INTER-PERSONAL","OLE PRIORITY: SAFETY AND DUTIES","COAST GUARD","LIMITED ACCESS PROGRAMS","PROTECTED RESOURCE & PROHIBITED SPECIES","ALL OTHER STATEMENT TYPES","TOTAL_DAYS","TOTAL_CRUISES","TOTAL_OBSERVERS","DISTINCT_OBSERVER_ASSIGNMENTS","TOTAL_STATEMENTS","TOTAL_INCIDENTS","FACTOR_GROUP"
"58",2021,"FULL","CP/MS","PTR","RPP","GOA",0,15.1228733459357,NA,NA,75.4004299777997,NA,9.5377212579481,46,3,3,3,1.1223683149149,4.60280713075744,"FULLCP/MSPTRRPPGOA"
"59",2021,"FULL","CV","HAL","IFQ","BSAI",1,NA,NA,90.9090909090909,863.636363636364,NA,NA,22,1,1,1,3,21,"FULLCVHALIFQBSAI"
"60",2021,"FULL","CV","NPT","OA","BSAI",0,9.0047015698462,NA,3.02538667161112,0.420278434462832,6.87127336262725,9.6983491091265,423,22,22,25,5.39883661077192,12.2754554094661,"FULLCVNPTOABSAI"
"61",2021,"FULL","CV","NPT","OA","GOA",1,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,"FULLCVNPTOAGOA"
"62",2021,"FULL","CV","NPT","RPP","GOA",0,9.35099846390169,13.7096774193548,10.9237536656891,0.448028673835125,31.0539606592238,16.7135533883471,372,34,33,40,16.0711839058534,30.5783896845708,"FULLCVNPTRPPGOA"
"63",2021,"FULL","CV","PTR","AFA","BSAI",0,1.90400075219783,2.09205020920502,4.35152520639435,3.21297587685314,2.34622300502294,44.141701145244,4302,88,86,99,51.6011633892281,249.724544590534,"FULLCVPTRAFABSAI"
"64",2021,"FULL","CV","PTR","OA","GOA",0,NA,NA,NA,5.20833333333333,NA,31.25,8,3,3,3,0.125,0.291666666666667,"FULLCVPTROAGOA"
"65",2021,"FULL","CV","PTR","RPP","GOA",0,6.85170807453416,10.5978260869565,7.97924901185771,2.15126811594203,11.1809600582484,36.7732558139535,368,39,38,51,18.4704827608132,27.7966103154292,"FULLCVPTRRPPGOA"
"66",2021,"FULL","PLANT"," ","AFA","BSAI",0,7.87007771900401,13.9863075320172,2.40859594721281,5.56824778256075,4.15266795765894,17.1233287949665,3962,82,74,85,79.6732307630529,202.494752355811,"FULLPLANT AFABSAI"
"67",2021,"FULL","PLANT"," ","OA","BSAI",0,0.507156389434093,47.4777448071217,1.48367952522255,1.24686646851634,5.13792724475217,7.56314684808569,674,18,18,18,9.46247337554495,42.7427353448313,"FULLPLANT OABSAI"
"68",2021,"FULL","PLANT"," ","OA","GOA",0,2.03193492274613,1.30127117157322,0.375014649009727,0.900914098206961,101.791769145851,189.548654912825,1219,35,32,43,26.8642958614021,360.762512299358,"FULLPLANT OAGOA"
"69",2021,"PARTIAL","CV","HAL","CDQ","BSAI",1,NA,NA,NA,NA,NA,90.9090909090909,11,2,2,2,1,1,"PARTIALCVHALCDQBSAI"
"70",2021,"PARTIAL","CV","HAL","IFQ","BSAI",0,NA,NA,12.8205128205128,NA,NA,34.7985347985348,156,11,11,14,1.28571428571429,7.42857142857143,"PARTIALCVHALIFQBSAI"
"71",2021,"PARTIAL","CV","HAL","IFQ","GOA",0,9.38967136150235,7.13615023474178,13.5235656362417,44.2566510172144,16.5258215962441,70.9446422122478,1065,60,48,172,58.5919746919747,172.291974691975,"PARTIALCVHALIFQGOA"
"72",2021,"PARTIAL","CV","HAL","OA","GOA",0,22.7272727272727,NA,NA,NA,454.545454545455,181.818181818182,44,8,8,9,3,29,"PARTIALCVHALOAGOA"
"73",2021,"PARTIAL","CV","NPT","OA","BSAI",0,NA,38.4615384615385,19.2307692307692,NA,19.2307692307692,10.2564102564103,52,7,7,9,4.53333333333333,4.53333333333333,"PARTIALCVNPTOABSAI"
"74",2021,"PARTIAL","CV","NPT","OA","GOA",0,25.6410256410256,38.4615384615385,NA,NA,44.7145447145447,204.029304029304,117,20,19,32,14.417316017316,36.6030303030303,"PARTIALCVNPTOAGOA"
"75",2021,"PARTIAL","CV","POT","CDQ","BSAI",1,NA,NA,NA,NA,NA,NA,5,2,2,2,0,0,"PARTIALCVPOTCDQBSAI"
"76",2021,"PARTIAL","CV","POT","IFQ","BSAI",0,NA,NA,26.3157894736842,26.3157894736842,26.3157894736842,78.9473684210526,38,7,7,9,6,6,"PARTIALCVPOTIFQBSAI"
"77",2021,"PARTIAL","CV","POT","IFQ","GOA",0,2.68096514745308,51.4745308310992,22.2485289509418,41.3762287756926,0.536193029490617,105.918746133223,746,54,42,104,40.622311022311,167.279453879454,"PARTIALCVPOTIFQGOA"
"78",2021,"PARTIAL","CV","POT","OA","BSAI",0,NA,NA,NA,NA,NA,7.8740157480315,127,10,10,16,1,1,"PARTIALCVPOTOABSAI"
"79",2021,"PARTIAL","CV","POT","OA","GOA",0,NA,24.6913580246914,61.7283950617284,NA,NA,1172.83950617284,81,10,9,11,6.5,102,"PARTIALCVPOTOAGOA"
"80",2021,"PARTIAL","CV","PTR","OA","GOA",0,2.94117647058824,27.9411764705882,5.88235294117647,NA,20.8874458874459,95.8683473389356,340,29,27,64,24.382683982684,52.1969696969697,"PARTIALCVPTROAGOA"
"81",2021,"PARTIAL","PLANT"," ","OA","GOA",0,NA,NA,NA,NA,NA,220.93023255814,344,5,5,6,2,76,"PARTIALPLANT OAGOA"
