"","CALENDAR_YEAR","COVERAGE_TYPE","VESSEL_TYPE","GEAR_TYPE","MANAGEMENT_PROGRAM_CODE","NMFS_REGION","TOTAL_DAYS","TOTAL_OBSERVERS","TOTAL_CRUISES","DISTINCT_OBSERVER_ASSIGNMENTS","OLE_CATEGORY","AFFIDAVIT_TYPE","TOTAL_STATEMENTS","TOTAL_INCIDENTS","CONFI_FLAG","AFFIS_PER_DAY","INCIDENTS_PER_DAY","STATEMENTS_PER_1000_DEPLOYED_DAYS","INCIDENTS_PER_1000_DEPLOYED_DAYS","STATEMENTS_PER_90_DEPLOYED_DAYS","INCIDENTS_PER_90_DEPLOYED_DAYS","STATEMENTS_PER_OBSERVER","INCIDENTS_PER_OBSERVER","STATEMENTS_PER_CRUISE","INCIDENTS_PER_CRUISE","STATEMENTS_PER_ASSIGNMENT","INCIDENTS_PER_ASSIGNMENT"
"14",2022,"FULL","CP/MS","POT","OA","BSAI",80,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2022,"FULL","CP/MS","PTR","AFA","BSAI",66,3,3,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2022,"FULL","CP/MS","PTR","CDQ","BSAI",10,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2022,"FULL","CV","NPT","RPP","GOA",107,11,11,14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2022,"FULL","CV","PTR","AFA","BSAI",123,5,5,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2022,"FULL","CV","PTR","OA","GOA",33,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2022,"FULL","CV","PTR","RPP","GOA",77,7,7,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2022,"FULL","PLANT"," ","AFA","BSAI",194,9,9,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2022,"FULL","PLANT"," ","OA","BSAI",6,3,3,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2022,"FULL","PLANT"," ","OA","GOA",693,15,15,21,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2022,"PARTIAL","CV","HAL","IFQ","BSAI",90,7,7,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2022,"PARTIAL","CV","HAL","IFQ","GOA",374,23,23,63,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2022,"PARTIAL","CV","NPT","OA","BSAI",14,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2022,"PARTIAL","CV","NPT","OA","GOA",37,10,10,14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2022,"PARTIAL","CV","POT","IFQ","BSAI",58,7,7,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2022,"PARTIAL","CV","POT","IFQ","GOA",326,23,23,51,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2022,"PARTIAL","CV","POT","OA","BSAI",30,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2022,"PARTIAL","CV","POT","OA","GOA",8,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2022,"PARTIAL","CV","PTR","OA","GOA",175,20,20,32,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2023,"FULL","CP/MS","HAL","CDQ","BSAI",629,27,29,31,"COAST GUARD","SAFETY-USCG-EQUIPMENT",0.283582089552239,1.41791044776119,0,0.000450845929335833,0.00225422964667916,0.450845929335833,2.25422964667916,0.0405761336402249,0.202880668201125,0.0105030403537866,0.0525152017689331,0.00977869274318065,0.0488934637159032,0.0091478093403948,0.045739046701974
"34",2023,"FULL","CP/MS","HAL","CDQ","BSAI",629,27,29,31,"COAST GUARD","SAFETY-USCG-FAIL TO CONDUCT DRILLS AND/OR SAFETY ORIENTATION",0.355263157894737,10.6578947368421,0,0.000564806292360472,0.0169441887708142,0.564806292360472,16.9441887708142,0.0508325663124425,1.52497698937327,0.0131578947368421,0.394736842105263,0.0122504537205082,0.367513611615245,0.0114601018675722,0.343803056027165
"35",2023,"FULL","CP/MS","HAL","CDQ","BSAI",629,27,29,31,"COAST GUARD","SAFETY-USCG-MARINE CASUALTY",1.3760101010101,1.3760101010101,0,0.00218761542290954,0.00218761542290954,2.18761542290954,2.18761542290954,0.196885388061859,0.196885388061859,0.0509633370744482,0.0509633370744482,0.0474486241727621,0.0474486241727621,0.0443874226132291,0.0443874226132291
"36",2023,"FULL","CP/MS","HAL","CDQ","BSAI",629,27,29,31,"LIMITED ACCESS PROGRAMS","GEAR/EQUIPMENT REQUIREMENTS",0.96875,0.96875,0,0.00154014308426073,0.00154014308426073,1.54014308426073,1.54014308426073,0.138612877583466,0.138612877583466,0.0358796296296296,0.0358796296296296,0.0334051724137931,0.0334051724137931,0.03125,0.03125
"37",2023,"FULL","CP/MS","HAL","CDQ","BSAI",629,27,29,31,"LIMITED ACCESS PROGRAMS","PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING",0.243478260869565,1.70434782608696,0,0.000387087855118546,0.00270961498582982,0.387087855118546,2.70961498582982,0.0348379069606691,0.243865348724684,0.00901771336553945,0.0631239935587762,0.00839580209895053,0.0587706146926537,0.00785413744740533,0.0549789621318373
"38",2023,"FULL","CP/MS","HAL","CDQ","BSAI",629,27,29,31,"OLE PRIORITY: SAFETY AND DUTIES","OBSERVER SAFETY AND WORK ENVIRONMENT",0.711111111111111,2.13333333333333,0,0.0011305423070129,0.00339162692103869,1.1305423070129,3.39162692103869,0.101748807631161,0.305246422893482,0.0263374485596708,0.0790123456790123,0.0245210727969349,0.0735632183908046,0.0229390681003584,0.0688172043010753
"39",2023,"FULL","CP/MS","HAL","IFQ","BSAI",1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2023,"FULL","CP/MS","HAL","IFQ","GOA",19,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"ALL OTHER STATEMENT TYPES","INTERFERENCE WITH DUTIES",1.38888888888889,8.33333333333333,0,0.000382930490457372,0.00229758294274423,0.382930490457372,2.29758294274423,0.0344637441411635,0.206782464846981,0.0252525252525253,0.151515151515152,0.0195618153364632,0.117370892018779,0.0190258751902588,0.114155251141553
"42",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"ALL OTHER STATEMENT TYPES","PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING",1,40,0,0.000275709953129308,0.0110283981251723,0.275709953129308,11.0283981251723,0.0248138957816377,0.992555831265509,0.0181818181818182,0.727272727272727,0.0140845070422535,0.563380281690141,0.0136986301369863,0.547945205479452
"43",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"ALL OTHER STATEMENT TYPES","SUSTAINABLE FISHERIES",1.4,7,0,0.000385993934381031,0.00192996967190516,0.385993934381031,1.92996967190516,0.0347394540942928,0.173697270471464,0.0254545454545455,0.127272727272727,0.0197183098591549,0.0985915492957746,0.0191780821917808,0.0958904109589041
"44",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"COAST GUARD","MARPOL/OIL SPILL",3,3,0,0.000827129859387924,0.000827129859387924,0.827129859387924,0.827129859387924,0.0744416873449131,0.0744416873449131,0.0545454545454545,0.0545454545454545,0.0422535211267606,0.0422535211267606,0.0410958904109589,0.0410958904109589
"45",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"COAST GUARD","SAFETY-USCG-EQUIPMENT",0.716417910447761,3.58208955223881,0,0.000197523548510549,0.000987617742552745,0.197523548510549,0.987617742552745,0.0177771193659494,0.088885596829747,0.0130257801899593,0.0651289009497965,0.010090393104898,0.0504519655244902,0.00981394397873645,0.0490697198936823
"46",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"COAST GUARD","SAFETY-USCG-FAIL TO CONDUCT DRILLS AND/OR SAFETY ORIENTATION",3.64473684210526,113.342105263158,0,0.0010048902239055,0.0312495465296824,1.0048902239055,31.2495465296824,0.0904401201514954,2.81245918767141,0.0662679425837321,2.06076555023923,0.0513343217197924,1.59636767976279,0.0499279019466474,1.55263157894737
"47",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"COAST GUARD","SAFETY-USCG-MARINE CASUALTY",6.82272727272727,7.82272727272727,0,0.00188109381657769,0.002156803769707,1.88109381657769,2.156803769707,0.169298443491992,0.19411233927363,0.12404958677686,0.142231404958678,0.0960947503201024,0.110179257362356,0.0934620174346202,0.107160647571606
"48",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"LIMITED ACCESS PROGRAMS","GEAR/EQUIPMENT REQUIREMENTS",3.42013888888889,5.42013888888889,0,0.000942966332751279,0.0014943862390099,0.942966332751279,1.4943862390099,0.0848669699476151,0.134494761510891,0.0621843434343434,0.0985479797979798,0.0481709702660407,0.0763399843505477,0.0468512176560122,0.0742484779299848
"49",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"LIMITED ACCESS PROGRAMS","PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING",3.75652173913043,117.295652173913,0,0.00103571043262488,0.0323395787631412,1.03571043262488,32.3395787631412,0.0932139389362391,2.91056208868271,0.068300395256917,2.13264822134387,0.0529087568891611,1.6520514390692,0.0514592019058964,1.60678975580703
"50",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"OLE PRIORITY: SAFETY AND DUTIES","INTERFERENCE WITH DUTIES",1,1,0,0.000275709953129308,0.000275709953129308,0.275709953129308,0.275709953129308,0.0248138957816377,0.0248138957816377,0.0181818181818182,0.0181818181818182,0.0140845070422535,0.0140845070422535,0.0136986301369863,0.0136986301369863
"51",2023,"FULL","CP/MS","HAL","OA","BSAI",3627,55,71,73,"PROTECTED RESOURCE & PROHIBITED SPECIES","PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS",9,14,0,0.00248138957816377,0.00385993934381031,2.48138957816377,3.85993934381031,0.223325062034739,0.347394540942928,0.163636363636364,0.254545454545455,0.126760563380282,0.197183098591549,0.123287671232877,0.191780821917808
"52",2023,"FULL","CP/MS","HAL","OA","GOA",117,7,7,7,"COAST GUARD","SAFETY-USCG-MARINE CASUALTY",0.244444444444444,0.244444444444444,0,0.00208926875593542,0.00208926875593542,2.08926875593542,2.08926875593542,0.188034188034188,0.188034188034188,0.0349206349206349,0.0349206349206349,0.0349206349206349,0.0349206349206349,0.0349206349206349,0.0349206349206349
"53",2023,"FULL","CP/MS","HAL","OA","GOA",117,7,7,7,"OLE PRIORITY: SAFETY AND DUTIES","OBSERVER SAFETY AND WORK ENVIRONMENT",0.288888888888889,0.866666666666667,0,0.00246913580246914,0.00740740740740741,2.46913580246914,7.40740740740741,0.222222222222222,0.666666666666667,0.0412698412698413,0.123809523809524,0.0412698412698413,0.123809523809524,0.0412698412698413,0.123809523809524
"54",2023,"FULL","CP/MS","HAL","OA","GOA",117,7,7,7,"PROTECTED RESOURCE & PROHIBITED SPECIES","PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS",1,1,0,0.00854700854700855,0.00854700854700855,8.54700854700855,8.54700854700855,0.769230769230769,0.769230769230769,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"55",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"ALL OTHER STATEMENT TYPES","OBSERVER SAFETY AND WORK ENVIRONMENT",1,26,0,0.000115633672525439,0.00300647548566142,0.115633672525439,3.00647548566142,0.0104070305272895,0.270582793709528,0.00793650793650794,0.206349206349206,0.00609756097560976,0.158536585365854,0.00591715976331361,0.153846153846154
"56",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"ALL OTHER STATEMENT TYPES","PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING",3.01691960623462,236.259673229423,0,0.000348857493782911,0.0273195736851784,0.348857493782911,27.3195736851784,0.031397174440462,2.45876163166606,0.0239438063986874,1.87507677166209,0.0183958512575282,1.44060776359404,0.0178515953031634,1.39798623212676
"57",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"ALL OTHER STATEMENT TYPES","PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS",1,1,0,0.000115633672525439,0.000115633672525439,0.115633672525439,0.115633672525439,0.0104070305272895,0.0104070305272895,0.00793650793650794,0.00793650793650794,0.00609756097560976,0.00609756097560976,0.00591715976331361,0.00591715976331361
"58",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"COAST GUARD","MARPOL/OIL SPILL",3.82456140350877,17.0175438596491,0,0.000442248080886768,0.00196780109385397,0.442248080886768,1.96780109385397,0.0398023272798091,0.177102098446857,0.0303536619326093,0.135059871901977,0.0233204963628584,0.103765511339324,0.0226305408491643,0.10069552579674
"59",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"COAST GUARD","SAFETY-USCG-EQUIPMENT",2,87,0,0.000231267345050879,0.0100601295097132,0.231267345050879,10.0601295097132,0.0208140610545791,0.905411655874191,0.0158730158730159,0.69047619047619,0.0121951219512195,0.530487804878049,0.0118343195266272,0.514792899408284
"60",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"COAST GUARD","SAFETY-USCG-FAIL TO CONDUCT DRILLS AND/OR SAFETY ORIENTATION",4.24460218870157,252.530316474416,0,0.00049081893948908,0.0292010079179482,0.49081893948908,29.2010079179482,0.0441737045540172,2.62809071261534,0.033687318957949,2.00420886090806,0.0258817206628144,1.53981900289278,0.0251159892822578,1.49426222765927
"61",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"COAST GUARD","SAFETY-USCG-MARINE CASUALTY",21.0622495640939,37.6163755623193,0,0.00243550526874352,0.00434971965336717,2.43550526874352,4.34971965336717,0.219195474186916,0.391474768803045,0.167160710826142,0.29854266319301,0.128428351000573,0.229368143672679,0.124628695645526,0.222582103919049
"62",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"LIMITED ACCESS PROGRAMS","GEAR/EQUIPMENT REQUIREMENTS",27.9174451575862,469.006179876155,0,0.00322819671109924,0.0542329070162066,3.22819671109924,54.2329070162066,0.290537703998932,4.8809616314586,0.221567025060208,3.72227126885837,0.170228324131623,2.85979377973265,0.165191983180984,2.77518449630861
"63",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"LIMITED ACCESS PROGRAMS","OPERATIONAL REQUIREMENTS",5.07453416149068,21.4534161490683,0,0.000586787021448969,0.00248073729753334,0.586787021448969,2.48073729753334,0.0528108319304072,0.223266356778001,0.0402740806467515,0.170265207532288,0.0309422814725042,0.130813513104075,0.030026829357933,0.126943290822889
"64",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"OLE PRIORITY: INTER-PERSONAL","OBSERVER SAFETY AND WORK ENVIRONMENT",6.45396093880934,29.1401396969376,0,0.000746295205690256,0.00336958137106124,0.746295205690256,3.36958137106124,0.0671665685121231,0.303262323395512,0.0512219122127725,0.231270949975695,0.0393534203585935,0.177683778639863,0.0381891179811203,0.172426862112057
"65",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"OLE PRIORITY: SAFETY AND DUTIES","INTERFERENCE WITH DUTIES",2.54166666666667,7.08333333333333,0,0.000293902251002158,0.000819071847055196,0.293902251002158,0.819071847055196,0.0264512025901943,0.0737164662349676,0.0201719576719577,0.0562169312169312,0.0154979674796748,0.0431910569105691,0.0150394477317554,0.0419132149901381
"66",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"OLE PRIORITY: SAFETY AND DUTIES","OBSERVER SAFETY AND WORK ENVIRONMENT",3.6140350877193,108.649122807018,0,0.000417904149828781,0.0125634970868429,0.417904149828781,12.5634970868429,0.0376113734845903,1.13071473781586,0.0286828181565024,0.86229462545252,0.0220367993153616,0.662494651262302,0.0213848230042562,0.642894217793003
"67",2023,"FULL","CP/MS","NPT","A80","BSAI",8648,126,164,169,"PROTECTED RESOURCE & PROHIBITED SPECIES","PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS",15.1990924280398,155.539762284499,0,0.00175752687650784,0.0179856339366905,1.75752687650784,17.9856339366905,0.158177418885706,1.61870705430214,0.120627717682856,1.23444255781348,0.0926773928539012,0.94841318466158,0.0899354581540816,0.920353622985202
"68",2023,"FULL","CP/MS","NPT","A80","GOA",2,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"ALL OTHER STATEMENT TYPES","CONTRACTOR REQUIREMENTS",0.0549450549450549,4.72527472527473,0,4.37460628543431e-05,0.00376216140547351,0.0437460628543431,3.76216140547351,0.00393714565689088,0.338594526492616,0.000752671985548698,0.064729790757188,0.000670061645671402,0.0576253015277406,0.000646412411118293,0.0555914673561732
"70",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"ALL OTHER STATEMENT TYPES","INTERFERENCE WITH DUTIES",0.736842105263158,1.47368421052632,0,0.000586657727120349,0.0011733154542407,0.586657727120349,1.1733154542407,0.0527991954408314,0.105598390881663,0.0100937274693583,0.0201874549387167,0.00898587933247754,0.0179717586649551,0.0086687306501548,0.0173374613003096
"71",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"ALL OTHER STATEMENT TYPES","PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING",1.04028413424867,2.92253051106026,0,0.000828251699242568,0.00232685550243651,0.828251699242568,2.32685550243651,0.0745426529318311,0.209416995219286,0.0142504675924475,0.040034664535072,0.0126863918810813,0.0356406159885398,0.0122386368735137,0.0343827118948266
"72",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"COAST GUARD","MARPOL/OIL SPILL",0.087719298245614,1.49122807017544,0,6.98402056095653e-05,0.00118728349536261,0.0698402056095653,1.18728349536261,0.00628561850486088,0.106855514582635,0.00120163422254266,0.0204277817832252,0.00106974753958066,0.0181857081728712,0.00103199174406605,0.0175438596491228
"73",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"COAST GUARD","SAFETY-USCG-FAIL TO CONDUCT DRILLS AND/OR SAFETY ORIENTATION",0.299615498373262,15.7281869269447,0,0.000238547371316292,0.0125224418208158,0.238547371316292,12.5224418208158,0.0214692634184663,1.12701976387343,0.00410432189552414,0.215454615437599,0.00365384754113735,0.191807157645667,0.00352488821615603,0.185037493258173
"74",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"COAST GUARD","SAFETY-USCG-MARINE CASUALTY",3.20423373784065,7.27752793846405,0,0.00255114151101963,0.00579421014208921,2.55114151101963,5.79421014208921,0.229602735991767,0.521478912788029,0.0438936128471323,0.0996921635406034,0.0390760211931787,0.0887503407129762,0.0376968675040077,0.0856179757466359
"75",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"LIMITED ACCESS PROGRAMS","GEAR/EQUIPMENT REQUIREMENTS",3.14665441357348,50.6354605995849,0,0.00250529809997889,0.0403148571652746,2.50529809997889,40.3148571652746,0.2254768289981,3.62833714487472,0.0431048549804586,0.693636446569657,0.0383738343118717,0.617505617068109,0.0370194636890998,0.595711301171588
"76",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"LIMITED ACCESS PROGRAMS","OPERATIONAL REQUIREMENTS",0.197574682046732,1.09080153800651,0,0.000157304683158226,0.000868472562107092,0.157304683158226,0.868472562107092,0.0141574214842403,0.0781625305896382,0.00270650249379085,0.0149424868220069,0.00240944734203331,0.0133024577805672,0.0023244080240792,0.0128329592706648
"77",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"OLE PRIORITY: INTER-PERSONAL","OBSERVER SAFETY AND WORK ENVIRONMENT",0.885917142438882,2.28038354560094,0,0.000705348043343059,0.0018155919949052,0.705348043343059,1.8155919949052,0.0634813239008753,0.163403279541468,0.012135851266286,0.0312381307616567,0.0108038675907181,0.0278095554341578,0.010422554616928,0.0268280417129522
"78",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"OLE PRIORITY: SAFETY AND DUTIES","INTERFERENCE WITH DUTIES",0.1875,0.375,0,0.000149283439490446,0.000298566878980892,0.149283439490446,0.298566878980892,0.0134355095541401,0.0268710191082803,0.00256849315068493,0.00513698630136986,0.00228658536585366,0.00457317073170732,0.00220588235294118,0.00441176470588235
"79",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"OLE PRIORITY: SAFETY AND DUTIES","OBSERVER SAFETY AND WORK ENVIRONMENT",0.149122807017544,13.2719298245614,0,0.000118728349536261,0.0105668231087272,0.118728349536261,10.5668231087272,0.0106855514582635,0.951014079785451,0.00204277817832252,0.181807257870704,0.00181857081728712,0.161852802738554,0.00175438596491228,0.156140350877193
"80",2023,"FULL","CP/MS","NPT","CDQ","BSAI",1256,73,82,85,"PROTECTED RESOURCE & PROHIBITED SPECIES","PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS",1.55968899521531,5.08892116655274,0,0.00124179060128608,0.0040516888268732,1.24179060128608,4.0516888268732,0.111761154115747,0.364651994418588,0.0213656026741823,0.0697112488568869,0.0190205975026257,0.062060014226253,0.0183492822966507,0.0598696607829735
"81",2023,"FULL","CP/MS","NPT","OA","BSAI",1527,63,70,74,"ALL OTHER STATEMENT TYPES","CONTRACTOR REQUIREMENTS",0.945054945054945,81.2747252747253,0,0.000618896493159754,0.0532250984117389,0.618896493159754,53.2250984117389,0.0557006843843779,4.7902588570565,0.0150008721437293,1.29007500436072,0.0135007849293564,1.16106750392465,0.0127710127710128,1.0983070983071
"82",2023,"FULL","CP/MS","NPT","OA","BSAI",1527,63,70,74,"ALL OTHER STATEMENT TYPES","INTERFERENCE WITH DUTIES",0.263157894736842,0.526315789473684,0,0.000172336538792955,0.00034467307758591,0.172336538792955,0.34467307758591,0.0155102884913659,0.0310205769827319,0.00417710944026733,0.00835421888053467,0.0037593984962406,0.0075187969924812,0.00355618776671408,0.00711237553342816
"83",2023,"FULL","CP/MS","NPT","OA","BSAI",1527,63,70,74,"ALL OTHER STATEMENT TYPES","PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING",0.942796259516716,5.81779625951672,0,0.00061741732777781,0.0038099517089173,0.61741732777781,3.8099517089173,0.0555675595000029,0.342895653802557,0.0149650199923288,0.0923459723732812,0.0134685179930959,0.0831113751359531,0.0127404899934691,0.0786188683718475
"84",2023,"FULL","CP/MS","NPT","OA","BSAI",1527,63,70,74,"COAST GUARD","MARPOL/OIL SPILL",0.087719298245614,1.49122807017544,0,5.7445512930985e-05,0.000976573719826744,0.057445512930985,0.976573719826744,0.00517009616378865,0.087891634784407,0.00139236981342244,0.0236702868281816,0.0012531328320802,0.0213032581453634,0.00118539592223803,0.0201517306780465
"85",2023,"FULL","CP/MS","NPT","OA","BSAI",1527,63,70,74,"COAST GUARD","SAFETY-USCG-FAIL TO CONDUCT DRILLS AND/OR SAFETY ORIENTATION",0.45578231292517,10.7414965986395,0,0.000298482195759771,0.00703437891201012,0.298482195759771,7.03437891201012,0.0268633976183794,0.633094102080911,0.00723463988770111,0.17049994601015,0.006511175898931,0.153449951409135,0.00615922044493473,0.145155359441074
